"Volume","Good Type","Business Type","Start Business ID","End Business ID","Distance","Price"
8,1,1,22,24,21860.6666666667,116
5,5,1,30,24,7163.16666666667,50
8,1,3,3,3,981.916666666667,17
1,1,1,17,3,6670,20
16,1,1,21,30,9298.33333333333,576
12,3,1,22,24,20985,200
1,1,1,22,19,13855.75,68
10,1,1,22,16,11903.75,200
5,1,1,11,5,2830.83333333333,27
12,5,1,24,22,21111.5833333333,360
5,1,1,26,27,4807.25,39
8,3,1,26,26,268.833333333333,18
8,1,1,32,27,3118.16666666667,40
8,1,1,22,18,7325.83333333333,143.6
5,1,1,3,32,6044,46
5,1,1,32,32,1445.16666666667,17
1,4,1,4,22,8210.5,40
1,1,1,22,28,7524.58333333333,44
1,3,1,26,30,11711.9166666667,54
8,5,1,22,1,8240.5,78
9,5,1,19,19,2479.16666666667,40
1,5,1,22,22,1647.75,19
12,5,1,6,25,8953.08333333333,140
8,3,1,22,12,21827.5,230
8,5,1,26,20,7493.5,94
10,1,3,3,24,6580.33333333333,72
12,1,2,1,1,3358.16666666667,18
8,1,1,3,19,10540.6666666667,88
12,1,1,16,11,25564.8333333333,300
12,4,1,5,26,13400.4166666667,164
4,1,1,22,28,6879.58333333333,48
8,1,1,22,4,10643.75,98
10,3,1,19,25,22675,332
8,5,1,22,17,11701.75,77
5,5,1,28,28,2291,35.8
8,5,1,32,22,16667.1666666667,138
10,1,1,24,25,18819.5833333333,350
12,3,1,26,3,10080.4166666667,170
8,1,1,22,18,7330.83333333333,106
5,1,1,25,20,15606.3333333333,72
12,3,1,32,28,13854.25,230
9,3,1,32,19,3965.75,64
8,5,1,19,19,377.916666666667,19.4
5,1,1,3,3,2983.16666666667,26
0,3,2,32,32,3056.25,30
12,3,1,22,25,19802.9166666667,286
12,3,1,24,21,18946.5,280
12,5,1,10,7,9495,196
8,5,1,4,22,7283.75,50
9,4,1,24,24,3699,581.6
1,1,1,17,17,1270.83333333333,19
10,1,1,5,21,5614,60
12,5,1,22,5,24620.4166666667,276
1,5,1,22,1,9690.83333333333,66
12,5,1,22,24,22049.1666666667,200
5,5,1,8,8,2277.16666666667,18
1,5,1,17,28,3396.75,30
5,1,1,26,27,7780.41666666667,40
12,3,1,32,32,498.583333333333,28
8,5,1,19,19,2507.16666666667,47.2
5,1,1,5,8,7364,50
1,1,1,22,22,694.166666666667,11
8,1,1,6,6,2681.66666666667,59.6
8,1,1,10,16,4398.83333333333,115
10,1,1,19,32,2876.33333333333,52
16,3,2,24,28,13444.0833333333,110
8,1,1,24,24,4517.16666666667,20
5,1,1,19,19,2751,30
8,1,1,25,25,2870.75,34
8,1,1,10,9,10016.4166666667,254
17,2,1,25,22,18431.6666666667,210
1,5,1,32,26,3416.75,32.6
4,2,1,32,19,3786.58333333333,26
8,1,1,27,20,5050.66666666667,21
12,5,1,6,6,1011.66666666667,40
8,1,1,28,28,3495.5,50
12,3,1,18,3,26525.3333333333,410
5,1,1,19,1,9422.75,64
12,5,1,22,26,16089.3333333333,146
10,1,1,10,16,6051.5,92
16,1,2,19,32,5496,19.4
5,3,1,32,32,287,11
5,5,1,19,32,2047.5,20
12,5,1,22,15,35577.5,369.4
8,1,1,6,6,3184.08333333333,44.2
9,1,1,26,6,15129.75,196
5,1,1,22,22,1272.58333333333,18
12,3,1,3,32,9550.75,70
10,3,1,32,32,2120.33333333333,32
5,1,1,1,22,7173.91666666667,66
16,5,1,15,5,10852.6666666667,86
5,1,1,25,25,2240.08333333333,30
2,3,1,19,32,2998.83333333333,28
8,1,1,30,5,1746.25,22
8,1,1,22,27,14445.0833333333,120
16,1,2,24,25,19500,196
12,5,1,32,22,16971.75,270
1,5,1,7,7,74.4166666666667,32
16,5,1,27,25,17505.4166666667,247.2
12,3,1,24,32,8988.33333333333,154
8,1,1,24,28,19350.5,170
5,5,1,22,19,12825.3333333333,60
12,3,1,22,26,16680.9166666667,170
12,3,1,25,7,10498.5,210.8
10,1,1,3,24,4502.83333333333,77
5,5,1,22,17,11137.4166666667,74
8,5,1,18,12,27677.5833333333,490
8,1,1,22,18,7593.75,148
1,1,2,32,10,17826.4166666667,32
8,1,1,19,4,16848.25,180
10,2,2,10,26,17967.3333333333,105
8,1,1,26,25,22144,228
5,5,1,5,28,16305.3333333333,130
8,1,1,1,4,11996.9166666667,251
5,1,1,1,5,21068.25,90
8,1,1,24,32,4704.33333333333,52
8,1,1,25,24,19655.25,104
5,1,1,10,25,8507.83333333333,98
12,5,1,26,25,22340.8333333333,580
5,1,1,26,27,4054.75,32
14,5,1,5,10,19973.4166666667,170
10,5,3,3,24,7342.25,92
11,5,1,17,20,4509.66666666667,72
8,1,1,26,22,15256.0833333333,155.4
8,1,1,17,3,5896.75,46
12,3,1,11,15,11566.8333333333,202
12,5,1,24,22,20289.25,260
1,1,1,11,11,1968.91666666667,18
16,1,1,27,22,12246.5833333333,220
12,3,1,16,19,18950.5833333333,240
16,3,1,28,7,16405.0833333333,300
17,5,1,25,7,9730.83333333333,140
8,1,1,3,24,2383.33333333333,24
10,1,1,25,25,5949.08333333333,88
10,3,1,27,32,2841.91666666667,36
8,3,1,32,32,1994,19
10,1,1,19,17,10773.75,118
5,1,1,22,3,15199.5,108
10,5,1,26,19,1839.66666666667,34
10,1,1,19,5,15388.5833333333,110
8,5,1,19,24,11855.5,82
12,3,1,22,6,18158.5,243
8,5,1,32,19,2514.58333333333,50
8,5,1,1,22,7227.16666666667,82
8,5,1,15,8,4077.5,24
8,1,2,19,32,9516.16666666667,30
12,3,1,6,26,15045.6666666667,194
2,5,1,30,32,11491.1666666667,38
12,1,1,28,17,4185.91666666667,48
9,5,1,27,32,5282.33333333333,72
8,1,1,11,28,15674.75,200
8,5,1,27,22,14290,112
5,1,1,22,7,15747.3333333333,112
16,3,1,32,22,16755.8333333333,57.8
10,1,1,9,11,7422.83333333333,222.6
5,1,1,11,5,2343.75,28
1,5,1,17,3,4993.66666666667,35
10,1,1,21,30,11926.5833333333,421.2
10,1,1,6,9,3884.75,78
10,1,1,10,16,4023,140
5,1,1,20,22,10678.5,93
16,1,1,32,26,3850.41666666667,50
1,1,1,5,19,13755.4166666667,68
12,3,1,6,7,17462.1666666667,316
1,1,1,30,15,11733.75,30
12,5,1,25,15,32950.3333333333,480
12,3,1,1,30,19309.1666666667,280
8,1,1,25,7,9730.83333333333,120
10,2,1,32,26,1028.08333333333,79.8
1,5,1,26,32,4667.91666666667,28
8,1,3,20,32,11055.5,136
10,1,1,32,20,8006.41666666667,122
16,1,1,26,25,19815.6666666667,332
8,1,1,22,25,17564.5,196
5,1,1,32,24,9425,55.8
5,1,1,9,30,5544.25,48
5,1,1,13,8,17270.5833333333,124
12,3,1,6,3,5662.66666666667,98
5,1,1,30,5,1326.91666666667,16
2,1,1,19,32,5908.33333333333,42
12,5,1,22,5,24708.75,220
8,1,1,24,24,4542.66666666667,32
12,3,1,12,12,5385.25,102
12,3,1,22,19,15151.5833333333,160
12,3,1,26,24,10555.5833333333,124
12,3,1,1,11,18909.0833333333,200
10,1,1,25,22,18636.3333333333,226
14,5,1,22,17,11654.75,74
12,3,1,1,1,2478.16666666667,70
8,1,1,32,24,8984.83333333333,64
1,1,1,22,22,5198.41666666667,56
12,3,1,26,16,20263.5833333333,66
8,1,1,17,24,6940.91666666667,64
8,5,1,7,7,74.4166666666667,118.4
10,1,1,32,21,18555.5,224
12,5,1,25,22,18511.4166666667,280
5,1,1,16,11,21884.8333333333,110
6,2,1,32,32,3110.25,18
1,1,1,19,19,2371.75,20
8,5,1,32,17,9199.25,110
16,3,1,32,32,1709.16666666667,44
5,1,1,17,17,1131.5,28
12,5,1,19,22,13885.1666666667,202.8
8,1,1,24,19,13610.6666666667,100
11,4,1,22,9,21287.8333333333,336
1,5,1,22,22,1528.58333333333,18
17,1,1,22,24,19794.4166666667,180
12,3,1,11,25,19723.6666666667,360
9,5,1,17,16,11227.6666666667,236
5,1,1,7,7,5758.66666666667,72
10,1,1,22,22,894.583333333333,50
5,1,1,17,28,4360.83333333333,52
10,1,2,24,17,8934.66666666667,48
0,1,2,17,7,16814.5,70
8,5,1,22,24,20463.4166666667,142
8,1,1,24,26,8440.41666666667,114
6,2,1,32,32,2505,24
5,5,1,27,19,6333.25,30
1,5,1,22,22,4086,28
8,1,1,25,7,9730.83333333333,100
12,3,1,32,27,5275,90
12,3,1,22,1,8321.58333333333,152
8,1,1,32,17,8412.58333333333,96
16,1,1,26,32,2476.83333333333,38
5,1,1,22,32,16954.1666666667,82
8,3,1,32,28,13420.6666666667,170
8,1,1,22,27,15580.4166666667,170
12,5,1,32,22,15656.5,256
12,3,1,11,19,14854.0833333333,200
8,1,1,17,17,384,24
8,1,1,28,17,4185.91666666667,36
14,1,1,17,22,10653.0833333333,70
8,1,1,32,5,7740.83333333333,80
8,1,1,18,9,25841.75,160
10,1,1,32,27,4509,76
6,3,1,32,26,3125.25,26
1,3,1,26,32,3868.5,20
16,1,1,21,25,17111.6666666667,62.4
8,5,1,22,22,949.916666666667,23
10,3,1,25,25,3666.33333333333,607.2
2,5,1,5,12,12824.0833333333,85.8
8,1,1,22,1,6676.75,96
14,1,1,32,26,3293.25,32
8,1,1,19,5,14588.4166666667,116
14,5,1,26,20,8306.66666666667,90
8,1,1,32,32,3294.66666666667,44
14,5,1,26,10,16470.5833333333,147
8,1,1,24,30,3571,40
10,1,2,32,29,40426.8333333333,518
12,3,1,1,5,22331.4166666667,260
5,3,2,32,32,1660.58333333333,13
8,1,1,32,3,8237.5,84
8,5,1,22,12,32328.25,190
1,1,1,30,17,12677.9166666667,60
17,4,1,5,4,26004.6666666667,344
10,1,1,20,20,2322.83333333333,50
8,1,1,22,23,49920.8333333333,250
10,1,1,5,8,8129.75,120
10,1,1,32,32,4199.58333333333,60
12,3,1,22,18,6172.41666666667,290
4,1,1,20,22,5120.83333333333,40
1,1,1,17,3,2338.25,20
16,1,1,11,7,34251,560
5,1,1,22,11,23068.5,158
8,5,1,1,32,12229.9166666667,100
5,1,1,22,16,12534.25,100
10,1,1,5,23,44123.4166666667,480
8,1,1,1,22,9379,110
10,1,1,26,1,10939.8333333333,189.6
12,3,1,17,1,15519.4166666667,242
8,1,1,5,24,4637.33333333333,44
8,4,1,22,32,14918.8333333333,110
8,1,3,21,3,10676,130
5,1,1,17,28,2291.08333333333,42
10,1,1,26,15,21923.9166666667,260
8,1,1,20,32,11027.5,122
5,1,1,22,22,3545.33333333333,26
8,5,1,10,7,9495,112
14,5,1,32,19,3613.66666666667,34
5,1,1,32,32,2761.25,30
12,5,1,1,17,11566.3333333333,201.8
8,1,1,32,4,18294.5833333333,202
12,3,1,22,30,24161.75,270
12,3,1,25,32,19163.6666666667,266
1,5,1,22,1,8518.83333333333,54
8,5,1,22,22,1365.16666666667,29.6
8,1,1,6,6,3184.08333333333,98.4
7,1,1,22,32,12700.9166666667,130
8,1,1,25,25,1161,24
13,3,1,19,10,18678.9166666667,360
12,3,1,22,22,2396.91666666667,74
8,5,1,22,22,2501.83333333333,34
10,1,1,5,9,5921.25,54
5,5,1,22,22,1120.33333333333,20
8,1,1,19,19,2678.75,32
12,3,1,26,7,25402.0833333333,517.6
17,5,1,19,7,23783.75,380
10,1,1,32,11,10522.9166666667,130
1,1,1,25,7,9740.58333333333,56
12,3,1,23,17,49589.5833333333,414
8,1,1,17,23,37448.6666666667,190
17,5,1,6,12,7421.25,120
8,1,2,11,3,9123.75,15
5,5,1,25,17,13377.3333333333,80
4,1,1,22,22,871.833333333333,18
5,5,1,22,26,15891.1666666667,68.6
1,1,1,22,19,12947.5833333333,68.4
8,1,3,3,3,981.916666666667,17
5,1,1,22,8,33871,190
5,1,1,7,7,6070.16666666667,72
5,1,1,25,25,2918.58333333333,26
1,5,1,17,17,2876.58333333333,32
5,1,1,32,5,13700.8333333333,76
10,1,1,7,7,3572.08333333333,108
12,5,1,3,26,10411.75,20
10,1,1,16,4,6493.91666666667,160
5,1,1,25,10,2651.08333333333,32
4,1,2,20,20,3321.66666666667,32
10,1,1,12,25,12841.4166666667,140.2
16,3,1,26,12,27917.5,340
5,1,1,20,27,5473.5,30
8,5,1,32,32,3026.16666666667,30
3,1,1,22,22,3897.75,50
10,1,1,3,11,10492,94.4
11,1,1,1,32,11726.9166666667,140
10,3,1,31,11,17267.0833333333,561.8
5,1,1,32,26,3140.16666666667,20
1,5,1,19,11,15273.0833333333,72
0,1,2,22,4,6865.16666666667,60
10,3,1,32,32,2665.25,36
9,4,1,24,24,3699,1193
10,1,1,32,11,10993.4166666667,116
12,3,1,6,24,9080.41666666667,116
10,1,2,25,22,16755.5,154.8
5,1,1,22,22,1137,20
15,3,1,20,20,2246.5,18
8,5,1,4,22,7283.75,56
8,1,1,22,22,3751.16666666667,64
1,1,2,25,24,19824.5833333333,21
1,3,1,32,22,14742.3333333333,92
10,1,1,21,19,25436.1666666667,307
10,1,1,19,22,11677,183
10,1,1,22,20,5904.5,76.8
5,1,1,22,17,11137.4166666667,56
12,3,1,1,4,13738.1666666667,400
8,5,1,16,1,17131.75,117
6,2,1,32,32,1723.83333333333,16
11,5,1,26,5,14001,200
12,3,1,22,25,20885.0833333333,400
8,1,1,1,30,21650.0833333333,216
12,3,1,26,3,10080.4166666667,170
8,5,1,19,19,377.916666666667,19.4
5,1,1,24,24,3540.58333333333,44
8,5,1,10,25,3532.75,33.2
8,1,1,24,8,10599.4166666667,146
1,1,1,4,4,1601.16666666667,16
1,1,1,17,17,5930.66666666667,46
11,3,1,27,32,3489.16666666667,50
5,5,2,18,22,9989.75,40
10,1,1,5,9,5921.25,54
12,3,1,16,25,6462,80
8,1,1,28,17,4185.91666666667,58
1,5,1,22,17,12053,69
10,1,1,1,8,28817.5,300
8,1,1,32,11,10703.3333333333,72
11,5,1,24,5,8234.5,130
8,1,1,22,6,20091.25,196
12,3,1,9,4,24204.0833333333,380
10,1,1,22,17,10528,118
9,1,1,26,24,9627.16666666667,30
8,3,2,24,8,9128.5,12.4
1,5,1,19,32,4755.91666666667,27
6,1,1,3,3,1218,15
10,1,1,17,17,4253.41666666667,40
10,1,1,22,32,16482.0833333333,186
12,3,1,1,23,48157.8333333333,800
1,1,1,32,26,2924.66666666667,22
14,5,1,19,26,2502.5,30
8,1,1,3,27,6872.08333333333,114
12,3,1,26,15,26172.8333333333,348
1,5,1,17,26,9664.5,38
11,3,1,19,16,18156,270
8,1,1,6,6,4703.91666666667,90
4,2,1,32,32,1844.91666666667,24
2,5,1,8,8,943.416666666667,12
8,3,1,26,32,3000.66666666667,34
8,1,1,19,26,1845,31
12,5,1,17,10,9462.08333333333,240
11,5,1,17,20,4509.66666666667,72
12,3,1,22,22,780.666666666667,58.8
12,3,1,24,1,18976.6666666667,320
8,5,1,19,32,3676.08333333333,47
8,5,1,19,19,2658.75,36
5,1,1,1,22,3900.16666666667,40
8,1,1,32,22,16656.5833333333,140
1,1,1,17,26,9180.66666666667,46
8,1,2,6,7,17869.3333333333,34
8,1,1,22,18,9276.33333333333,152
10,1,1,22,26,16961.0833333333,146
5,5,1,22,18,6180.91666666667,58
4,2,1,32,32,2860,20
12,3,1,22,26,16272.9166666667,164
12,1,1,22,28,8410.66666666667,183
1,5,1,11,5,775.5,10.8
11,5,1,1,10,19798.1666666667,320
16,1,2,24,19,10889.1666666667,42
12,5,1,22,10,15029.5833333333,260
1,1,1,3,17,6208.91666666667,38
8,1,1,25,25,2106,36
10,3,1,32,32,4479.08333333333,52
16,1,1,10,25,3757,93.8
5,1,1,22,22,1208.75,20
4,2,1,32,32,1425.16666666667,18
4,1,1,22,16,11633.9166666667,108
5,1,1,11,6,9174.75,64
1,5,1,24,26,10263.0833333333,20
5,1,1,32,24,9018.75,78
2,5,1,8,25,28417.5833333333,210
8,5,1,22,22,935.583333333333,22
10,5,1,32,6,14396.75,182
5,1,1,25,23,29462.0833333333,166
5,1,1,19,24,10138.0833333333,76
5,1,1,6,6,3364.41666666667,44
8,5,1,26,17,9267.33333333333,90
5,1,1,22,5,25470.4166666667,106
12,3,1,32,23,50132.25,660
16,1,4,21,26,21476.1666666667,256
12,3,1,6,21,9598.75,132
5,1,1,24,30,5836.75,47
12,3,1,17,26,9183.91666666667,106
12,3,1,22,28,6868.66666666667,142
16,5,1,17,26,9358.66666666667,80
8,1,1,25,17,14774.1666666667,104
8,5,1,32,32,1179.83333333333,22
10,1,1,32,28,11740.5833333333,176
8,3,1,24,19,7130.5,52
2,5,1,19,20,6560.41666666667,61
5,1,1,32,25,21738.4166666667,22
17,1,1,22,5,23532.3333333333,228
10,1,1,25,23,33034.5833333333,400
16,3,2,24,17,14608.8333333333,90
5,1,1,32,32,1989.83333333333,16
8,1,1,28,28,824.333333333333,22
10,1,2,30,5,1247.91666666667,140
5,1,1,32,10,18600.5833333333,141.6
8,3,1,25,32,20585.8333333333,154
8,5,1,19,11,16368.8333333333,116
5,1,1,19,26,5705.25,18
8,1,1,25,16,7465.75,114
1,3,1,21,21,6554.33333333333,34
10,3,1,27,32,2379.58333333333,36
8,1,1,24,5,4571.83333333333,40
1,1,1,5,27,8655.83333333333,46
8,1,1,32,30,10773.75,60
8,1,1,5,28,17586.9166666667,166
10,1,1,22,20,11178.8333333333,140
16,1,2,11,26,17214.3333333333,229.6
8,5,1,1,20,6963,79
5,1,1,25,22,18803.5,180
8,1,1,6,6,4703.91666666667,66
1,1,1,25,5,19828,120
5,1,1,22,32,17247.0833333333,66
12,3,1,17,3,5426.66666666667,88
12,3,1,1,24,15976.75,210
8,1,1,16,16,1551.66666666667,100
5,1,1,28,28,3074.25,40
5,1,1,24,32,4364.08333333333,36
8,5,2,6,27,7987.25,29.8
8,1,1,19,24,7383.16666666667,48
9,5,1,22,11,20838.3333333333,148
16,1,1,11,18,31896.8333333333,576
5,1,1,32,26,3138,28
8,1,1,24,24,3063.16666666667,40
12,3,1,22,25,19501.3333333333,306
8,1,3,32,10,16858.0833333333,212
12,3,1,16,5,23767.5,494
16,1,1,1,17,6853.91666666667,146.4
10,3,1,15,30,11277.6666666667,120
5,1,1,22,32,15975.75,80
1,5,1,5,24,4538.58333333333,20
5,1,1,17,32,7437.91666666667,46
5,1,1,25,6,9585.16666666667,57.8
1,5,1,19,19,2445.33333333333,36
8,1,2,22,27,13121.5833333333,14
16,1,1,26,4,21257.3333333333,320
1,1,1,19,32,5156.16666666667,16
8,5,1,20,28,4005.66666666667,70.4
9,5,1,1,3,16484.5,190
8,1,1,19,26,2139.5,34
8,1,1,22,22,8195.08333333333,120
8,1,1,32,22,18053.3333333333,144
1,5,1,5,11,3298.5,17.8
8,1,1,22,18,6229.66666666667,140
5,1,1,27,17,4244.91666666667,50
10,1,1,24,25,18819.5833333333,348
5,1,1,30,22,23035,72
9,4,1,22,32,18561.75,150
10,1,1,5,21,7852.08333333333,82
8,1,1,19,19,2988.75,56
5,3,1,30,12,15544.1666666667,60
16,1,1,11,7,34661.5833333333,400
8,1,1,19,22,12598.1666666667,116
8,5,1,18,22,6179.83333333333,49
8,1,1,27,26,4154.41666666667,50
5,1,1,19,19,823.416666666667,13
8,1,1,17,3,5984.75,50
8,1,1,28,28,496.583333333333,16
5,1,1,28,28,433.75,14.2
10,3,1,22,11,23537.9166666667,220
14,1,1,19,25,22827.6666666667,176
5,5,1,22,20,10896.5833333333,62
5,1,1,10,10,1351.33333333333,16
6,1,1,22,8,33329.1666666667,160
10,1,1,32,22,15228.8333333333,194
10,1,1,32,22,18151,308
5,1,1,26,22,16222.25,100
12,3,1,25,25,828.666666666667,38
8,5,1,16,22,12463.3333333333,80
8,1,1,22,25,19698.4166666667,220
8,1,1,22,32,18218.0833333333,100
6,2,1,32,32,1105.25,22
8,5,1,1,1,730.666666666667,22
10,3,1,22,32,18125.0833333333,140
8,1,1,17,17,384,24
16,1,1,4,16,10586.5,210
5,1,1,32,8,18759.3333333333,150
8,1,1,32,8,16864.0833333333,120
2,3,1,22,26,16318.6666666667,68
16,1,1,1,19,5190.91666666667,72
8,1,1,19,20,4909.08333333333,58
16,5,1,22,28,8878.08333333333,114
8,5,1,22,22,3973.33333333333,58
8,1,1,32,16,19537.5833333333,290
10,1,1,5,22,24582.75,344
12,3,1,22,7,15579,252
10,1,1,5,23,44123.4166666667,480
8,1,1,32,10,17278.8333333333,190
5,5,1,1,22,7763.08333333333,66
8,5,1,10,5,18643.75,106
8,1,2,32,20,8407.41666666667,74
5,1,1,18,22,6366.5,34
1,3,1,19,19,2000.25,17
8,1,1,20,22,10244.9166666667,89
5,5,1,19,26,3916.91666666667,22
12,3,1,6,23,28379,360
5,1,1,11,11,1796.75,20
8,1,1,22,22,3438.83333333333,56
8,5,1,24,7,25052.0833333333,224
12,3,1,16,31,39963.9166666667,400
5,1,1,10,24,17113.4166666667,86
10,1,1,22,20,4803.66666666667,100
13,5,1,27,22,13717.0833333333,233
1,5,1,26,5,13816.6666666667,47.8
12,5,1,5,15,11743.5,170
